year,round,driverId,constructorId,circuitId,laps,points,positionOrder,podium,race_performance,finishing_efficiency,strategy_success
2010,6,811,164,6,58,0.0,17,0,0.0,0.058823529411764705,0
2010,6,22,3,6,30,0.0,18,0,0.0,0.05555555555555555,0
2010,6,155,15,6,26,0.0,19,0,0.0,0.05263157894736842,0
2010,6,810,166,6,25,0.0,20,0,0.0,0.05,0
2010,6,10,166,6,22,0.0,21,0,0.0,0.047619047619047616,0
2010,6,37,15,6,21,0.0,22,0,0.0,0.045454545454545456,0
2010,6,18,1,6,2,0.0,23,0,0.0,0.043478260869565216,0
2010,6,807,3,6,0,0.0,24,0,,0.041666666666666664,0
2010,7,1,1,5,58,25.0,1,1,0.43103448275862066,1.0,1
2010,7,18,1,5,58,18.0,2,1,0.3103448275862069,0.5,1
2010,7,17,9,5,58,15.0,3,1,0.25862068965517243,0.3333333333333333,1
2010,7,30,131,5,58,12.0,4,0,0.20689655172413793,0.25,0
2010,7,3,131,5,58,10.0,5,0,0.1724137931034483,0.2,0
2010,7,9,4,5,58,8.0,6,0,0.13793103448275862,0.16666666666666666,0
2010,7,13,6,5,58,6.0,7,0,0.10344827586206896,0.14285714285714285,0
2010,7,4,6,5,58,4.0,8,0,0.06896551724137931,0.125,0
2010,7,16,10,5,58,2.0,9,0,0.034482758620689655,0.1111111111111111,0
2010,7,155,15,5,58,1.0,10,0,0.017241379310344827,0.1,0
2010,7,37,15,5,58,0.0,11,0,0.0,0.09090909090909091,0
2010,7,153,5,5,58,0.0,12,0,0.0,0.08333333333333333,0
2010,7,24,10,5,57,0.0,13,0,0.0,0.07692307692307693,0
2010,7,22,3,5,57,0.0,14,0,0.0,0.07142857142857142,0
2010,7,808,4,5,57,0.0,15,0,0.0,0.06666666666666667,0
2010,7,67,5,5,57,0.0,16,0,0.0,0.0625,0
2010,7,807,3,5,57,0.0,17,0,0.0,0.058823529411764705,0
2010,7,10,166,5,55,0.0,18,0,0.0,0.05555555555555555,0
2010,7,810,166,5,55,0.0,19,0,0.0,0.05263157894736842,0
2010,7,812,164,5,52,0.0,20,0,0.0,0.05,0
2010,7,811,164,5,46,0.0,21,0,0.0,0.047619047619047616,0
2010,7,20,9,5,39,0.0,22,0,0.0,0.045454545454545456,0
2010,7,5,205,5,33,0.0,23,0,0.0,0.043478260869565216,0
2010,7,15,205,5,32,0.0,24,0,0.0,0.041666666666666664,0
2010,8,1,1,7,70,25.0,1,1,0.35714285714285715,1.0,1
2010,8,18,1,7,70,18.0,2,1,0.2571428571428571,0.5,1
2010,8,4,6,7,70,15.0,3,1,0.21428571428571427,0.3333333333333333,1
2010,8,20,9,7,70,12.0,4,0,0.17142857142857143,0.25,0
2010,8,17,9,7,70,10.0,5,0,0.14285714285714285,0.2,0
2010,8,3,131,7,70,8.0,6,0,0.11428571428571428,0.16666666666666666,0
2010,8,9,4,7,70,6.0,7,0,0.08571428571428572,0.14285714285714285,0
2010,8,67,5,7,69,4.0,8,0,0.057971014492753624,0.125,0
2010,8,24,10,7,69,2.0,9,0,0.028985507246376812,0.1111111111111111,0
2010,8,16,10,7,69,1.0,10,0,0.014492753623188406,0.1,0
2010,8,30,131,7,69,0.0,11,0,0.0,0.09090909090909091,0
2010,8,153,5,7,69,0.0,12,0,0.0,0.08333333333333333,0
2010,8,807,3,7,69,0.0,13,0,0.0,0.07692307692307693,0
2010,8,22,3,7,69,0.0,14,0,0.0,0.07142857142857142,0
2010,8,13,6,7,69,0.0,15,0,0.0,0.06666666666666667,0
2010,8,5,205,7,68,0.0,16,0,0.0,0.0625,0
2010,8,808,4,7,68,0.0,17,0,0.0,0.058823529411764705,0
2010,8,812,164,7,66,0.0,18,0,0.0,0.05555555555555555,0
2010,8,810,166,7,65,0.0,19,0,0.0,0.05263157894736842,0
2010,8,10,166,7,55,0.0,20,0,0.0,0.05,0
2010,8,15,205,7,47,0.0,21,0,0.0,0.047619047619047616,0
2010,8,37,15,7,31,0.0,22,0,0.0,0.045454545454545456,0
2010,8,811,164,7,14,0.0,23,0,0.0,0.043478260869565216,0
2010,8,155,15,7,1,0.0,24,0,0.0,0.041666666666666664,0
2010,9,20,9,12,57,25.0,1,1,0.43859649122807015,1.0,1
2010,9,1,1,12,57,18.0,2,1,0.3157894736842105,0.5,1
2010,9,18,1,12,57,15.0,3,1,0.2631578947368421,0.3333333333333333,1
2010,9,22,3,12,57,12.0,4,0,0.21052631578947367,0.25,0
2010,9,9,4,12,57,10.0,5,0,0.17543859649122806,0.2,0
2010,9,16,10,12,57,8.0,6,0,0.14035087719298245,0.16666666666666666,0
2010,9,155,15,12,57,6.0,7,0,0.10526315789473684,0.14285714285714285,0
2010,9,4,6,12,57,4.0,8,0,0.07017543859649122,0.125,0
2010,9,67,5,12,57,2.0,9,0,0.03508771929824561,0.1111111111111111,0
2010,9,3,131,12,57,1.0,10,0,0.017543859649122806,0.1,0
2010,9,13,6,12,57,0.0,11,0,0.0,0.09090909090909091,0
2010,9,37,15,12,57,0.0,12,0,0.0,0.08333333333333333,0
2010,9,153,5,12,57,0.0,13,0,0.0,0.07692307692307693,0
2010,9,808,4,12,57,0.0,14,0,0.0,0.07142857142857142,0
2010,9,30,131,12,57,0.0,15,0,0.0,0.06666666666666667,0
2010,9,24,10,12,57,0.0,16,0,0.0,0.0625,0
2010,9,810,166,12,56,0.0,17,0,0.0,0.058823529411764705,0
2010,9,812,164,12,55,0.0,18,0,0.0,0.05555555555555555,0
2010,9,10,166,12,55,0.0,19,0,0.0,0.05263157894736842,0
2010,9,811,164,12,55,0.0,20,0,0.0,0.05,0
2010,9,15,205,12,53,0.0,21,0,0.0,0.047619047619047616,0
2010,9,807,3,12,49,0.0,22,0,0.0,0.045454545454545456,0
2010,9,5,205,12,8,0.0,23,0,0.0,0.043478260869565216,0
2010,9,17,9,12,8,0.0,24,0,0.0,0.041666666666666664,0
2010,10,17,9,9,52,25.0,1,1,0.4807692307692308,1.0,1
2010,10,1,1,9,52,18.0,2,1,0.34615384615384615,0.5,1
2010,10,3,131,9,52,15.0,3,1,0.28846153846153844,0.3333333333333333,1
2010,10,18,1,9,52,12.0,4,0,0.23076923076923078,0.25,0
2010,10,22,3,9,52,10.0,5,0,0.19230769230769232,0.2,0
2010,10,155,15,9,52,8.0,6,0,0.15384615384615385,0.16666666666666666,0
2010,10,20,9,9,52,6.0,7,0,0.11538461538461539,0.14285714285714285,0
2010,10,16,10,9,52,4.0,8,0,0.07692307692307693,0.125,0
2010,10,30,131,9,52,2.0,9,0,0.038461538461538464,0.1111111111111111,0
2010,10,807,3,9,52,1.0,10,0,0.019230769230769232,0.1,0
2010,10,24,10,9,52,0.0,11,0,0.0,0.09090909090909091,0
2010,10,67,5,9,52,0.0,12,0,0.0,0.08333333333333333,0
2010,10,808,4,9,52,0.0,13,0,0.0,0.07692307692307693,0
2010,10,4,6,9,52,0.0,14,0,0.0,0.07142857142857142,0
2010,10,13,6,9,52,0.0,15,0,0.0,0.06666666666666667,0
2010,10,15,205,9,51,0.0,16,0,0.0,0.0625,0
2010,10,5,205,9,51,0.0,17,0,0.0,0.058823529411764705,0
2010,10,10,166,9,50,0.0,18,0,0.0,0.05555555555555555,0
2010,10,812,164,9,50,0.0,19,0,0.0,0.05263157894736842,0
2010,10,29,164,9,50,0.0,20,0,0.0,0.05,0
2010,10,153,5,9,44,0.0,21,0,0.0,0.047619047619047616,0
2010,10,37,15,9,29,0.0,22,0,0.0,0.045454545454545456,0
2010,10,9,4,9,19,0.0,23,0,0.0,0.043478260869565216,0
2010,10,810,166,9,9,0.0,24,0,0.0,0.041666666666666664,0
2010,11,4,6,10,67,25.0,1,1,0.373134328358209,1.0,1
2010,11,13,6,10,67,18.0,2,1,0.26865671641791045,0.5,1
2010,11,20,9,10,67,15.0,3,1,0.22388059701492538,0.3333333333333333,1
2010,11,1,1,10,67,12.0,4,0,0.1791044776119403,0.25,0
2010,11,18,1,10,67,10.0,5,0,0.14925373134328357,0.2,0
2010,11,17,9,10,67,8.0,6,0,0.11940298507462686,0.16666666666666666,0
2010,11,9,4,10,66,6.0,7,0,0.09090909090909091,0.14285714285714285,0
2010,11,3,131,10,66,4.0,8,0,0.06060606060606061,0.125,0
2010,11,30,131,10,66,2.0,9,0,0.030303030303030304,0.1111111111111111,0
2010,11,808,4,10,66,1.0,10,0,0.015151515151515152,0.1,0
2010,11,155,15,10,66,0.0,11,0,0.0,0.09090909090909091,0
2010,11,22,3,10,66,0.0,12,0,0.0,0.08333333333333333,0
2010,11,807,3,10,66,0.0,13,0,0.0,0.07692307692307693,0
2010,11,37,15,10,66,0.0,14,0,0.0,0.07142857142857142,0
2010,11,153,5,10,66,0.0,15,0,0.0,0.06666666666666667,0
2010,11,24,10,10,65,0.0,16,0,0.0,0.0625,0
2010,11,16,10,10,65,0.0,17,0,0.0,0.058823529411764705,0
2010,11,10,166,10,64,0.0,18,0,0.0,0.05555555555555555,0
2010,11,811,164,10,63,0.0,19,0,0.0,0.05263157894736842,0
2010,11,5,205,10,56,0.0,20,0,0.0,0.05,0
2010,11,810,166,10,50,0.0,21,0,0.0,0.047619047619047616,0
2010,11,29,164,10,19,0.0,22,0,0.0,0.045454545454545456,0
2010,11,15,205,10,3,0.0,23,0,0.0,0.043478260869565216,0
2010,11,67,5,10,1,0.0,24,0,0.0,0.041666666666666664,0
2010,12,17,9,11,70,25.0,1,1,0.35714285714285715,1.0,1
2010,12,4,6,11,70,18.0,2,1,0.2571428571428571,0.5,1
2010,12,20,9,11,70,15.0,3,1,0.21428571428571427,0.3333333333333333,1
2010,12,13,6,11,70,12.0,4,0,0.17142857142857143,0.25,0
2010,12,808,4,11,70,10.0,5,0,0.14285714285714285,0.2,0
2010,12,807,3,11,70,8.0,6,0,0.11428571428571428,0.16666666666666666,0
2010,12,37,15,11,69,6.0,7,0,0.08695652173913043,0.14285714285714285,0
2010,12,18,1,11,69,4.0,8,0,0.057971014492753624,0.125,0
2010,12,155,15,11,69,2.0,9,0,0.028985507246376812,0.1111111111111111,0
2010,12,22,3,11,69,1.0,10,0,0.014492753623188406,0.1,0
2010,12,30,131,11,69,0.0,11,0,0.0,0.09090909090909091,0
2010,12,67,5,11,69,0.0,12,0,0.0,0.08333333333333333,0
2010,12,24,10,11,69,0.0,13,0,0.0,0.07692307692307693,0
2010,12,5,205,11,67,0.0,14,0,0.0,0.07142857142857142,0
2010,12,15,205,11,67,0.0,15,0,0.0,0.06666666666666667,0
2010,12,10,166,11,67,0.0,16,0,0.0,0.0625,0
2010,12,811,164,11,67,0.0,17,0,0.0,0.058823529411764705,0
2010,12,810,166,11,66,0.0,18,0,0.0,0.05555555555555555,0
2010,12,29,164,11,66,0.0,19,0,0.0,0.05263157894736842,0
2010,12,1,1,11,23,0.0,20,0,0.0,0.05,0
2010,12,9,4,11,23,0.0,21,0,0.0,0.047619047619047616,0
2010,12,3,131,11,15,0.0,22,0,0.0,0.045454545454545456,0
2010,12,16,10,11,15,0.0,23,0,0.0,0.043478260869565216,0
2010,12,153,5,11,1,0.0,24,0,0.0,0.041666666666666664,0
2010,13,1,1,13,44,25.0,1,1,0.5681818181818182,1.0,1
2010,13,17,9,13,44,18.0,2,1,0.4090909090909091,0.5,1
2010,13,9,4,13,44,15.0,3,1,0.3409090909090909,0.3333333333333333,1
2010,13,13,6,13,44,12.0,4,0,0.2727272727272727,0.25,0
2010,13,16,10,13,44,10.0,5,0,0.22727272727272727,0.2,0
2010,13,3,131,13,44,8.0,6,0,0.18181818181818182,0.16666666666666666,0
2010,13,30,131,13,44,6.0,7,0,0.13636363636363635,0.14285714285714285,0
2010,13,155,15,13,44,4.0,8,0,0.09090909090909091,0.125,0
2010,13,808,4,13,44,2.0,9,0,0.045454545454545456,0.1111111111111111,0
2010,13,24,10,13,44,1.0,10,0,0.022727272727272728,0.1,0
2010,13,37,15,13,44,0.0,11,0,0.0,0.09090909090909091,0
2010,13,67,5,13,44,0.0,12,0,0.0,0.08333333333333333,0
2010,13,153,5,13,44,0.0,13,0,0.0,0.07692307692307693,0
2010,13,807,3,13,43,0.0,14,0,0.0,0.07142857142857142,0
2010,13,20,9,13,43,0.0,15,0,0.0,0.06666666666666667,0
2010,13,5,205,13,43,0.0,16,0,0.0,0.0625,0
2010,13,810,166,13,43,0.0,17,0,0.0,0.058823529411764705,0
2010,13,10,166,13,43,0.0,18,0,0.0,0.05555555555555555,0
2010,13,15,205,13,43,0.0,19,0,0.0,0.05263157894736842,0
2010,13,29,164,13,42,0.0,20,0,0.0,0.05,0
2010,13,4,6,13,37,0.0,21,0,0.0,0.047619047619047616,0
2010,13,18,1,13,15,0.0,22,0,0.0,0.045454545454545456,0
2010,13,811,164,13,5,0.0,23,0,0.0,0.043478260869565216,0
2010,13,22,3,13,0,0.0,24,0,,0.041666666666666664,0
2010,14,4,6,14,53,25.0,1,1,0.4716981132075472,1.0,1
2010,14,18,1,14,53,18.0,2,1,0.33962264150943394,0.5,1
2010,14,13,6,14,53,15.0,3,1,0.2830188679245283,0.3333333333333333,1
2010,14,20,9,14,53,12.0,4,0,0.22641509433962265,0.25,0
2010,14,3,131,14,53,10.0,5,0,0.18867924528301888,0.2,0
2010,14,17,9,14,53,8.0,6,0,0.1509433962264151,0.16666666666666666,0
2010,14,807,3,14,53,6.0,7,0,0.11320754716981132,0.14285714285714285,0
2010,14,9,4,14,53,4.0,8,0,0.07547169811320754,0.125,0
2010,14,30,131,14,53,2.0,9,0,0.03773584905660377,0.1111111111111111,0
2010,14,22,3,14,53,1.0,10,0,0.018867924528301886,0.1,0
2010,14,67,5,14,53,0.0,11,0,0.0,0.09090909090909091,0
2010,14,24,10,14,53,0.0,12,0,0.0,0.08333333333333333,0
2010,14,808,4,14,53,0.0,13,0,0.0,0.07692307692307693,0
2010,14,37,15,14,52,0.0,14,0,0.0,0.07142857142857142,0
2010,14,153,5,14,52,0.0,15,0,0.0,0.06666666666666667,0
2010,14,16,10,14,52,0.0,16,0,0.0,0.0625,0
2010,14,10,166,14,51,0.0,17,0,0.0,0.058823529411764705,0
2010,14,5,205,14,51,0.0,18,0,0.0,0.05555555555555555,0
2010,14,29,164,14,51,0.0,19,0,0.0,0.05263157894736842,0
2010,14,810,166,14,50,0.0,20,0,0.0,0.05,0
2010,14,15,205,14,46,0.0,21,0,0.0,0.047619047619047616,0
2010,14,811,164,14,11,0.0,22,0,0.0,0.045454545454545456,0
2010,14,1,1,14,0,0.0,23,0,,0.043478260869565216,0
2010,14,155,15,14,0,0.0,24,0,,0.041666666666666664,0
2010,15,4,6,15,61,25.0,1,1,0.4098360655737705,1.0,1
2010,15,20,9,15,61,18.0,2,1,0.29508196721311475,0.5,1
2010,15,17,9,15,61,15.0,3,1,0.2459016393442623,0.3333333333333333,1
2010,15,18,1,15,61,12.0,4,0,0.19672131147540983,0.25,0
2010,15,3,131,15,61,10.0,5,0,0.16393442622950818,0.2,0
2010,15,22,3,15,61,8.0,6,0,0.13114754098360656,0.16666666666666666,0
2010,15,9,4,15,61,6.0,7,0,0.09836065573770492,0.14285714285714285,0
2010,15,13,6,15,61,4.0,8,0,0.06557377049180328,0.125,0
2010,15,16,10,15,61,2.0,9,0,0.03278688524590164,0.1111111111111111,0
2010,15,807,3,15,61,1.0,10,0,0.01639344262295082,0.1,0
2010,15,808,4,15,60,0.0,11,0,0.0,0.09090909090909091,0
2010,15,153,5,15,60,0.0,12,0,0.0,0.08333333333333333,0
2010,15,30,131,15,60,0.0,13,0,0.0,0.07692307692307693,0
2010,15,67,5,15,60,0.0,14,0,0.0,0.07142857142857142,0
2010,15,810,166,15,59,0.0,15,0,0.0,0.06666666666666667,0
2010,15,5,205,15,58,0.0,16,0,0.0,0.0625,0
2010,15,10,166,15,49,0.0,17,0,0.0,0.058823529411764705,0
2010,15,2,15,15,36,0.0,18,0,0.0,0.05555555555555555,0
2010,15,1,1,15,35,0.0,19,0,0.0,0.05263157894736842,0
2010,15,32,164,15,31,0.0,20,0,0.0,0.05,0
2010,15,155,15,15,30,0.0,21,0,0.0,0.047619047619047616,0
2010,15,811,164,15,29,0.0,22,0,0.0,0.045454545454545456,0
2010,15,15,205,15,27,0.0,23,0,0.0,0.043478260869565216,0
2010,15,24,10,15,1,0.0,24,0,0.0,0.041666666666666664,0
2010,16,20,9,22,53,25.0,1,1,0.4716981132075472,1.0,1
2010,16,17,9,22,53,18.0,2,1,0.33962264150943394,0.5,1
2010,16,4,6,22,53,15.0,3,1,0.2830188679245283,0.3333333333333333,1
2010,16,18,1,22,53,12.0,4,0,0.22641509433962265,0.25,0
2010,16,1,1,22,53,10.0,5,0,0.18867924528301888,0.2,0
2010,16,30,131,22,53,8.0,6,0,0.1509433962264151,0.16666666666666666,0
2010,16,155,15,22,53,6.0,7,0,0.11320754716981132,0.14285714285714285,0
2010,16,2,15,22,53,4.0,8,0,0.07547169811320754,0.125,0
2010,16,22,3,22,53,2.0,9,0,0.03773584905660377,0.1111111111111111,0
2010,16,67,5,22,53,1.0,10,0,0.018867924528301886,0.1,0
2010,16,153,5,22,52,0.0,11,0,0.0,0.09090909090909091,0
2010,16,5,205,22,52,0.0,12,0,0.0,0.08333333333333333,0
2010,16,15,205,22,51,0.0,13,0,0.0,0.07692307692307693,0
2010,16,10,166,22,51,0.0,14,0,0.0,0.07142857142857142,0
2010,16,811,164,22,51,0.0,15,0,0.0,0.06666666666666667,0
2010,16,29,164,22,50,0.0,16,0,0.0,0.0625,0
2010,16,3,131,22,47,0.0,17,0,0.0,0.058823529411764705,0
2010,16,16,10,22,44,0.0,18,0,0.0,0.05555555555555555,0
2010,16,9,4,22,2,0.0,19,0,0.0,0.05263157894736842,0
2010,16,807,3,22,0,0.0,20,0,,0.05,0
2010,16,13,6,22,0,0.0,21,0,,0.047619047619047616,0
2010,16,808,4,22,0,0.0,22,0,,0.045454545454545456,0
